Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags,lat,lng
69 Main Street Zurich Switzerland,2025-05-07,7.4,Hotel Opera,Japan,No Negative,0,The location is convenient for the main station.,8,9.4,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Double or Twin Room', 'Submitted on desktop' ]",47.3685,8.53636
69 Main Street Zurich Switzerland,2025-06-16,7.4,Hotel Opera,Canada,"Breakfast was chaotic, tables never cleaned, food ran out early. The minibar is absurdly priced, four euros for water.",19,Our room was quiet even though the hotel is in the very centre.,13,4.0,"[ 'Leisure trip', 'Solo traveler', 'Stayed 4 nights', 'Suite', 'Submitted from a mobile device' ]",47.3685,8.53636
72 Main Street Vienna Austria,2025-11-28,7.7,K+K Hotel Maria Theresia,Germany,No Negative,0,The location is convenient for the main station.,8,8.1,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-04-10,7.7,K+K Hotel Maria Theresia,Italy,"Breakfast was chaotic, tables never cleaned, food ran out early.",10,The bed was extremely comfortable and the shower pressure great. We will be back for sure.,16,9.0,"[ 'Leisure trip', 'Group', 'Stayed 5 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-12-26,7.7,K+K Hotel Maria Theresia,United States of America,No Negative,0,Fine for a one night stopover.,6,9.1,"[ 'Leisure trip', 'Solo traveler', 'Stayed 1 night', 'Superior Double Room', 'Submitted from a mobile device' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-01-03,7.7,K+K Hotel Maria Theresia,Poland,Coffee at breakfast was undrinkable and the queue was long. Reception was rude when we asked for a late checkout. We would not return.,24,No Positive,0,8.6,"[ 'Leisure trip', 'Solo traveler', 'Stayed 5 nights', 'Superior Double Room', 'Submitted from a mobile device' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-05-22,7.7,K+K Hotel Maria Theresia,Romania,WiFi kept dropping and the staff could not fix it. Hidden city tax and parking fees appeared at checkout.,19,Check in was fast and the receptionist upgraded us for free.,11,4.7,"[ 'Leisure trip', 'Couple', 'Stayed 4 nights', 'Deluxe Room', 'Submitted from a mobile device' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-08-15,7.7,K+K Hotel Maria Theresia,Brazil,"The minibar is absurdly priced, four euros for water. Breakfast was chaotic, tables never cleaned, food ran out early.",19,The view from the 8th floor over the river was unforgettable.,11,5.6,"[ 'Leisure trip', 'Couple', 'Stayed 5 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-10-14,7.7,K+K Hotel Maria Theresia,Belgium,No Negative,0,The lobby is nicer than the rooms.,7,8.6,"[ 'Leisure trip', 'Group', 'Stayed 7 nights', 'Suite', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-06-18,7.7,K+K Hotel Maria Theresia,Australia,The air conditioning was broken for our entire stay. The safe in our room was broken and never repaired. Our booking for a double bed became two singles pushed together.,30,No Positive,0,4.2,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Standard Double Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-11-27,7.7,K+K Hotel Maria Theresia,Canada,No Negative,0,Wonderful boutique feel and spotlessly clean throughout our stay.,9,8.5,"[ 'Leisure trip', 'Family with young children', 'Stayed 7 nights', 'Superior Double Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-10-15,7.7,K+K Hotel Maria Theresia,Brazil,Housekeeping knocked at 8am despite the do not disturb sign. Reception was rude when we asked for a late checkout.,20,Room service arrived hot and faster than promised. Loved the design of the lobby and the rooms feel brand new.,20,9.0,"[ 'Leisure trip', 'Family with young children', 'Stayed 3 nights', 'Double or Twin Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-01-23,7.7,K+K Hotel Maria Theresia,Belgium,No Negative,0,Loved the design of the lobby and the rooms feel brand new.,12,8.7,"[ 'Leisure trip', 'Couple', 'Stayed 7 nights', 'Deluxe Room', 'Submitted on desktop' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-11-06,7.7,K+K Hotel Maria Theresia,Romania,Housekeeping knocked at 8am despite the do not disturb sign. WiFi kept dropping and the staff could not fix it.,20,No Positive,0,7.4,"[ 'Leisure trip', 'Solo traveler', 'Stayed 7 nights', 'Double or Twin Room', 'Submitted from a mobile device' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-03-03,7.7,K+K Hotel Maria Theresia,Romania,Housekeeping knocked at 8am despite the do not disturb sign. Construction next door started drilling at seven in the morning.,20,The view from the 8th floor over the river was unforgettable. Worth every euro.,14,8.3,"[ 'Business trip', 'Family with young children', 'Stayed 4 nights', 'Suite', 'Submitted from a mobile device' ]",48.20022,16.36936
72 Main Street Vienna Austria,2025-04-23,7.7,K+K Hotel Maria Theresia,Italy,The safe in our room was broken and never repaired. Our booking for a double bed became two singles pushed together.,21,Wonderful boutique feel and spotlessly clean throughout our stay.,9,7.8,"[ 'Leisure trip', 'Solo traveler', 'Stayed 2 nights', 'Suite', 'Submitted on desktop' ]",48.20022,16.36936
